SeisThick(m),Devonian(m),Wabiskaw(m)
1.408,162.124,247.5
1.964,175.935,250.55
1.938,158.658,261.727
2.142,163.671,247.292
2.41,141.687,255.378
2.691,141.34,269.006
2.605,118.268,265.124
2.573,115.512,256.088
2.603,114.254,259.958
2.688,111.93,256.89
2.606,102.502,254.108
2.62,103.571,268.035
2.669,114.456,258.33
2.688,133.899,258.005
2.343,152.916,250.5
2.582,168.979,250.611
2.589,165.987,248.902
2.76,180.681,264.632
2.656,187.116,268.752
2.851,195.351,292.467
2.681,198.091,270.166
2.505,208.952,265.275
2.143,210.655,262.056
2.077,216.97,261.927
2.371,225.286,263.831
1.602,225.495,265.293
1.468,221.886,285.482
1.59,218.479,298.831
1.598,216.492,308.043
1.639,212.362,308.939
1.577,199.431,299.196
1.528,192.941,284.48
1.589,185.036,279.261
2.137,184.161,297.905
1.977,172.521,309.251
2.358,185.538,308.913
2.377,169.455,318.364
1.979,166.037,300.574
2.411,177.981,308.873
2.366,169.15,330.146
2.836,183.676,329.85
3.154,169.529,320.018
3.243,155.339,333.011
3.321,145.883,322.083
3.27,133.311,319.96
3.208,122.242,327.772
2.835,123.116,310.356
2.118,124.716,292.474
2.163,113.442,297.747
2.022,138.953,308.862
2.047,152.1,322.433
1.831,158.931,313.691
1.784,159.287,310.06
0.545,84.48,206.133
0.826,99.465,218.313
0.825,108.014,218.809
0.657,102.891,213.196
0.822,116.19,234.892
0.752,106.639,235.608
0.65,113.198,215.936
0.566,119.408,221.599
0.42,120.465,218.234
0.562,144.342,235.892
0.365,146.032,224.22
0.415,147.885,236.24
0.448,141.026,231.677
0.407,144.877,227.194
0.287,124.876,213.729
0.273,104.155,193.939
0.2,118.001,208.073
0.19,125.111,202.438
0.145,113.487,186.728
0.206,115.132,176.282
0.198,122.891,177.341
0.246,138.506,188.893
0.286,144.216,197.44
0.327,144.835,194.459
0.35,144.285,218.054
0.418,156.834,231.84
0.462,174.431,235.864
0.516,174.317,218.777
0.526,169.231,216.914
0.548,163.932,215.523
0.543,152.558,203.821
0.558,139.683,208.327
0.546,124.947,216.866
0.525,87.699,204.194
0.524,101.45,218.754
0.565,96.069,224.639
0.523,107.603,214.19
0.475,98.395,211.848
0.39,85.383,205.138
0.326,78.633,200.936
0.497,78.658,203.349
0.477,42.936,203.356
0.453,53.226,215.219
0.435,62.829,213.109
0.522,61.985,214.716
0.488,66.374,221.311
0.386,62.75,218.037
0.323,75.273,220.435
0.284,84.518,233.292
0.302,105.948,234.277
0.228,113.762,213.306
0.271,102.619,203.583
0.307,116.344,200.908
0.276,124.485,184.668
0.185,155.587,181.983
0.21,158.442,177.952
0.277,159.03,178.401
0.274,161.169,182.675
0.302,147.733,192.35
0.394,149.251,207.183
0.458,145.783,217.171
0.509,146.682,214.39
0.457,145.802,218.917
0.45,156.628,224.606
0.379,138.78,214.301
0.307,152.469,222.327
0.266,151.076,215.124
0.449,159.054,234.09
0.487,152.009,224.291
0.484,143.078,225.156
0.56,163.194,236.343
0.455,176.4,257.778
0.7,175.59,269.048
0.872,164.773,269.626
1,144.323,276.017
0.953,123.301,271.885
1.172,119.386,262.134
0.927,107.045,261.566
1.081,100.091,261.66
0.906,89.114,249.344
1.034,103.069,254.615
1.016,113.096,265.292
0.984,89.576,261.999
1.159,86.089,274.003
1.05,71.431,267.904
1.119,71.865,283.384
0.796,84.734,262.022
0.956,114.215,262.065
0.823,90.317,257.023
0.689,90.725,262.07
0.726,71.224,229.12
0.876,78.571,242.124
0.704,108.829,249.968
0.516,92.712,242.106
0.547,89.674,236.651
0.46,88.037,227.382
0.509,77.005,243.688
0.616,67.253,250.507
0.871,94.944,267.412
1.069,112.054,270.357
1.134,134.756,289.334
1.11,148.566,299.155
1.315,158.55,309.047
1.799,151.365,320.018
1.842,163.101,338.395
1.849,169.097,335.445
1.304,162.653,335.352
0.928,177.188,325.506
0.725,169.646,308.289
0.675,170.252,308.289
0.554,162.788,268.217
0.474,152.408,244.186
0.459,151.069,234.369
0.554,148.317,219.82
0.559,147.702,211.3
0.636,159.115,219.882
0.514,144.358,216.781
0.449,143.985,221.494
0.386,140.57,215.766
0.416,148.344,224.773
0.516,119.66,217.523
0.407,124.799,219.449
0.508,128.806,229.084
0.485,135.064,222.388
0.513,140.778,224.956
0.369,124.49,224.66
0.393,116.422,235.376
0.477,123.664,215.859
0.641,129.525,232.973
0.557,118.45,238.658
0.564,126.367,243.987
0.704,123.997,229.709
0.71,85.918,234.753
0.657,78.782,218.408
0.688,78.597,216.248
0.682,84.451,222.909
0.809,84.965,232.076
0.739,79.081,214.493
0.689,84.556,211.234
0.869,94.933,232.386
1.084,100.578,225.004
0.817,133.988,234.746
0.589,160.586,235.127
0.682,158.571,231.874
0.801,174.607,235.476
0.939,169.584,231.744
1.117,152.369,235.432
1.222,153.767,254.971
1.67,145.382,247.09
1.71,130.207,248.925
1.812,144.49,263.292
2.203,121.751,265.184
2.196,114.754,272.703
2.549,120.328,272.847
2.357,121.137,269.02
2.135,118.168,264.528
2.565,109.74,262.134
2.528,100.351,276.071
2.538,97.268,282.61
2.719,114.966,279.425
2.373,139.482,265.31
2.424,158.954,262.006
2.529,151.743,264.753
2.14,153.663,256.632
2.403,155.103,258.844
2.599,169.967,270.093
2.689,192.042,286.434
2.606,194.414,270.111
2.548,197.983,271.507
2.339,208.937,265.294
2.276,216.617,269.736
1.967,220.69,267.868
2.132,232.111,289.677
1.334,221.095,284.687
1.249,218.189,293.377
1.328,222.238,309.118
1.202,216.273,298.489
1.104,205.421,275.441
1.343,191.844,267.995
1.585,192.861,268.586
1.841,198.104,270.051
1.804,181.3,280.953
2.137,183.489,292.099
1.986,173.039,287.421
1.966,176.76,281.382
1.962,179.026,289.815
2.29,186.618,319.308
2.683,178.751,331.975
3.122,165.075,317.552
2.974,152.675,332.202
3.2,134.376,321.324
3.218,141.013,344.43
3.194,134.167,327.991
2.692,138.914,318.4
2.509,135.673,317.914
2.057,124.585,298.092
1.84,129.774,324.109
2.122,146.44,327.358
1.628,158.29,309.139
1.451,174.561,311.158
0.649,64.35,200.783
0.687,103.234,213.972
0.62,106.81,211.476
0.661,113.735,228.794
0.589,112.824,226.813
0.507,114.316,206.292
0.547,127.056,203.345
0.462,121.676,203.198
0.491,124.614,215.998
0.385,119.441,206.938
0.367,124.172,212.931
0.322,123.554,230.637
0.334,127.48,240.188
0.358,134.114,237.703
0.315,135.678,236.367
0.27,122.529,217.967
0.259,134.273,217.471
0.154,124.638,201.72
0.231,100.868,186.547
0.232,103.123,185.72
0.185,119.617,187.347
0.22,129.859,189.383
0.246,142.244,194.691
0.379,152.471,203.712
0.318,152.344,203.553
0.365,158.91,216.539
0.38,169.544,219.661
0.405,169.097,219.568
0.508,158.889,216.278
0.457,166.793,219.459
0.508,144.823,204.893
0.366,130.489,203.805
0.357,114.107,203.482
0.366,81.617,200.888
0.406,106.687,217.959
0.506,108.668,215.346
0.549,110.498,223.491
0.395,114.436,217.174
0.446,106.975,206.528
0.293,68.266,203.788
0.329,61.891,207.295
0.316,39.247,206.671
0.33,59.72,203.366
0.419,39.709,200.857
0.456,53.87,204.951
0.408,63.23,213.343
0.456,72.853,218.277
0.394,75.147,217.25
0.271,75.366,220.465
0.255,85.923,215.903
0.245,87.527,200.877
0.272,100.659,204.627
0.461,108.278,203.671
0.438,130.697,203.401
0.215,155.708,200.428
0.219,151.55,197.54
0.255,158.218,187.874
0.264,145.676,188.97
0.316,145.651,193.933
0.419,149.914,213.711
0.407,145.006,206.523
0.488,144.133,213.993
0.517,149.936,215.672
0.367,146.171,215.433
0.366,144.332,213.031
0.368,140.28,214.074
0.265,130.438,197.263
0.288,123.427,200.889
0.394,135.765,206.27
0.46,148.303,230.283
0.47,164.635,242.052
0.486,170.236,253.631
0.564,174.423,257.564
0.746,150.904,246.803
1.003,150.731,266.75
1.032,127.523,290.713
1.206,129.352,282.031
0.93,114.848,269.437
0.975,127.91,274.778
1.124,102.067,265.311
1.095,108.293,262.016
1.104,92.183,250.212
1.103,88.151,268.985
1.223,86.783,275.225
1.211,72.019,287.093
1.189,93.065,279.978
0.991,85.838,270.31
0.961,117.395,269.234
1.073,105.304,269.096
0.874,86.31,261.121
0.786,68.637,235.735
0.947,85.539,255.19
0.796,121.058,255.811
0.647,107.856,241.814
0.444,100.155,235.149
0.478,84.694,218.972
0.512,88.393,237.819
0.522,79.219,245.989
0.813,109.256,266.137
1.019,106.805,273.373
1.248,109.229,269.606
0.988,122.914,285.055
1.238,145.661,319.558
1.462,158.464,345.184
1.458,170.736,350.946
1.536,168.116,343.961
1.317,152.374,327.384
0.945,159.049,313.521
0.864,162.677,321.094
0.651,166.8,314.536
0.575,140.654,272.535
0.55,142.339,248.537
0.615,135.729,247.516
0.524,114.884,230.646
0.499,127.63,219.74
0.537,144.878,227.258
0.524,128.24,219.669
0.418,131.195,221.819
0.371,135.663,234.916
0.497,139.791,241.871
0.474,91.396,218.999
0.423,86.3,213.769
0.561,113.484,228.581
0.546,127.305,219.353
0.554,127.533,218.269
0.561,130.551,232.892
0.569,120.17,235.332
0.564,115.057,227.578
0.729,127.363,226.539
0.658,134.495,233.789
0.746,124.379,247.086
0.801,124.618,244.03
0.786,92.242,238.435
0.82,92.476,224.504
0.753,75.706,221.982
0.823,88.104,227.331
0.752,77.132,234.769
0.783,73.637,222.355
0.751,63.802,227.248
0.835,79.272,238.466
0.879,86.275,227.47
0.659,120.448,224.558
0.662,122.715,212.804
0.561,116.668,203.363
0.665,149.921,228.495
0.8,162.296,247.564
1.072,166.065,256.823
1.145,159.005,258.119
1.581,152.253,258.048
1.5,130.304,261.281
1.639,125.559,258.022
1.674,107.336,258.118
1.963,112.962,270.016
2.358,126.57,284.876
2.141,118.472,271.592
2.556,114.689,269.944
1.965,104.841,274.499
2.539,102.204,273.905
2.609,99.497,296.087
2.512,118.376,283.175
2.387,130.195,284.273
2.35,146.383,275.415
2.326,144.686,274.067
2.202,138.083,261.163
2.684,164.814,286.374
2.503,174.399,268.881
2.653,179.631,280.942
2.581,178.872,289.677
2.438,187.2,285.078
2.339,203.892,273.117
2.387,215.558,298.592
2.378,223.957,288.49
2.129,220.813,286.889
1.828,226.211,301.254
1.566,214.954,295.31
1.386,210.641,299.181
1.144,198.784,288.459
1.285,201.836,274.092
1.515,190.595,265.317
1.421,190.079,250.256
1.59,185.474,247.556
1.64,191.305,258.104
1.579,187.244,265.897
1.857,187.194,285.042
1.64,169.786,267.637
2.141,185.532,298.277
2.364,184.964,328.496
2.501,175.659,317.015
2.717,165.562,318.513
2.845,175.293,344.394
2.847,152.453,353.428
3.174,139.875,329.229
3.118,141.225,322.54
2.683,139.157,310.892
2.497,135.09,318.235
2.377,117.978,345.942
2.095,134.504,337.634
1.968,147.932,332.544
1.588,162.186,309.595
1.848,173.208,319.708
0.664,78.999,206.63
0.735,94.923,214.747
0.556,81.112,213.726
0.571,77.114,213.231
0.445,89.496,203.523
0.513,106.265,195.782
0.564,124.293,200.817
0.447,126.711,192.251
0.378,122.536,200.44
0.258,126.151,200.877
0.278,133.745,206.216
0.304,125.076,213.171
0.229,137.218,227.306
0.276,136.823,225.1
0.349,146.715,229.551
0.275,133.308,214.653
0.301,128.156,213.149
0.261,125.864,200.719
0.244,115.233,195.522
0.232,109.585,188.189
0.23,114.8,190.293
0.22,125.764,186.636
0.316,141.042,192.501
0.388,148.217,200.816
0.306,142.428,203.17
0.395,170.929,217.473
0.358,169.73,215.904
0.351,180.844,231.914
0.376,152.992,221.928
0.35,146.397,211.537
0.393,125.323,205.36
0.503,130.036,213.387
0.367,113.046,208.572
0.383,86.026,208.703
0.376,101.195,215.404
0.473,105.593,223.446
0.65,127.512,234.579
0.656,98.974,234.739
0.395,86.4,214.389
0.263,62.637,215.643
0.307,38.338,213.639
0.244,36.033,207.267
0.291,49.108,197.976
0.349,29.883,200.34
0.383,26.205,199.331
0.363,37.746,204.627
0.33,55.501,197.801
0.297,62.474,199.193
0.278,71.446,204.168
0.31,87.095,213.209
0.247,85.519,200.63
0.277,89.329,194.616
0.366,100.078,191.77
0.309,148.543,203.366
0.333,163.334,213.991
0.296,176.863,206.471
0.306,180.65,203.344
0.311,169.043,201.925
0.394,152.37,197.88
0.416,155.257,212.016
0.452,170.476,219.315
0.51,148.282,208.371
0.417,144.606,215.643
0.361,132.287,204.16
0.335,122.255,200.199
0.309,121.424,205.877
0.277,125.802,200.824
0.234,124.921,204.935
0.276,143.041,205.453
0.471,148.248,234.188
0.471,142.768,248.842
0.523,142.475,246.732
0.564,158.555,254.804
0.773,137.825,235.589
0.823,140.002,253.564
0.879,121.666,255.478
1.097,114.945,270.933
1.112,92.828,273.992
1.227,86.321,273.692
1.123,86.189,264.835
1.11,70.834,251.352
1.317,85.64,249.022
1.589,86.567,267.875
1.262,87.487,274.686
1.387,84.687,289.637
1.339,86.206,283.206
1.367,108.334,297.412
1.581,117.946,297.727
1.497,115.907,291.85
1.386,126.841,287.062
1.12,102.944,264.292
0.826,108.845,262.64
0.808,109.769,269.771
0.824,124.409,251.235
0.562,86.65,237.666
0.535,89.509,236.68
0.551,101.343,249.008
0.656,77.404,243.662
0.873,107.094,258.722
1.222,108.776,266.065
1.225,109.577,271.54
0.994,134.127,285.842
1.066,137.31,317.407
1.559,162.377,350.219
1.411,159.56,354.547
1.752,180.748,362.96
1.61,158.505,351.801
1.105,154.551,335.09
0.819,152.295,308.994
0.586,147.588,286.052
0.683,131.644,270.2
0.537,135.758,262.075
0.682,130.451,251.166
0.631,129.801,256.164
0.506,130.819,234.779
0.419,132.551,221.133
0.565,152.912,239.505
0.476,144.881,248.315
0.307,134.495,240.564
0.352,129.425,236.733
0.414,119.998,236.609
0.573,123.239,250.809
0.555,144.358,231.748
0.478,150.652,231.055
0.466,131.009,214.601
0.676,152.23,234.139
0.677,136.282,229.057
0.691,136.324,234.378
0.669,151.041,229.661
0.663,136.636,246.272
0.801,152.602,245.336
0.995,144.039,248.995
0.931,119.195,244.916
0.919,87.452,235.345
0.737,85.017,247.043
0.675,64.892,224.931
0.669,66.257,247.44
0.7,70.492,235.039
0.706,64.315,241.184
0.689,65.294,237.11
0.74,70.941,229.074
0.662,95.894,221.13
0.808,117.009,232.502
0.564,100.936,217.277
0.634,134.485,242.308
0.683,156.953,247.814
1.15,162.638,248.839
0.978,134.054,249.476
1.194,143.927,261.616
1.312,134.288,252.358
1.639,120.69,250.442
1.62,109.186,265.321
1.844,115.516,272.091
1.844,115.379,265.322
1.94,120.232,273.455
2.392,101.019,282.69
2.34,106.186,290.891
2.373,110.72,295.531
2.602,114.692,299.733
1.982,109.506,280.921
1.813,136.188,273.329
1.988,144.056,272.061
2.103,127.958,269.15
2.44,155.362,278.207
2.243,169.238,281.389
2.325,174.386,272.063
2.323,177.17,292.77
2.137,180.836,278.056
2.478,187.999,279.751
2.323,194.083,276.194
2.037,205.094,271.787
1.86,209.309,268.973
2.349,217.295,295.083
2.402,220.115,304.627
1.641,218.513,316.102
1.45,209.255,316.767
1.619,188.201,303.666
1.124,194.906,275.927
1.444,191.294,262.044
1.128,175.811,235.666
1.105,182.117,234.884
1.414,183.482,235.82
1.308,188.429,240.597
1.42,183.743,251.924
1.604,184.216,269.654
2.322,182.313,283.015
2.375,181.083,294.124
2.141,175.66,297.663
2.457,161.609,308.109
2.676,172.188,345.135
2.693,158.613,354.6
2.691,135.655,322.293
3.191,140.068,344.208
2.843,140.719,345.332
2.69,152.484,350.438
2.457,144.045,342.348
2.372,138.798,357.004
2.071,165.128,359.072
2.131,169.668,344.162
2.133,174.393,340.099
0.584,86.204,200.48
0.652,100.119,217.937
0.526,79.659,204.438
0.506,109.218,217.92
0.446,100.712,200.932
0.411,117.601,189.449
0.394,115.073,182.48
0.453,134.884,197.147
0.406,128.577,200.297
0.312,129.942,196.038
0.276,130.888,200.504
0.303,118.273,200.754
0.283,121.242,213.772
0.303,127.323,205.147
0.271,112.879,203.859
0.245,115.749,200.932
0.347,122.527,205.664
0.307,101.148,188.443
0.325,87.871,180.896
0.319,118.066,191.493
0.321,130.554,200.626
0.265,123.677,202.609
0.302,129.988,201.849
0.361,135.692,204.088
0.306,148.418,203.298
0.366,176.367,225.016
0.308,176.463,220.481
0.314,162.799,224.961
0.22,148.324,217.908
0.272,135.702,217.53
0.27,126.013,217.662
0.302,136.986,210.643
0.306,111.517,193.405
0.366,98.364,201.809
0.371,86.998,216.163
0.48,102.755,233.639
0.587,111.167,228.019
0.546,99.476,240.513
0.366,79.624,234.224
0.309,62.18,225.294
0.291,43.385,219.9
0.276,47.194,212.942
0.287,40.374,208.488
0.233,17.317,188.26
0.278,25.12,198.535
0.356,23.88,200.527
0.333,44.332,200.831
0.337,41.655,201.89
0.289,60.949,201.947
0.247,62.921,209.693
0.195,85.393,190.374
0.231,86.948,187.874
0.218,98.76,188.262
0.324,118.48,200.882
0.332,151.672,200.824
0.385,162.613,213.314
0.358,172.9,215.605
0.28,175.578,205.562
0.417,151.566,203.016
0.342,153.707,214.793
0.477,162.236,224.964
0.478,141.386,221.57
0.461,137.103,217.746
0.363,124.411,217.617
0.253,114.904,200.898
0.214,104.373,200.952
0.274,125.727,212.594
0.194,130.205,203.384
0.388,140.199,220.921
0.642,125.902,232.275
0.523,134.24,235.318
0.655,130.165,247.576
0.663,143.664,236.916
0.642,141.095,232.917
0.836,139.915,241.265
0.86,127.007,243.647
1.062,107.282,234.722
0.915,107.003,255.131
1.151,84.722,263.148
1.177,60.543,244.236
1.491,72.564,250.505
1.335,87.566,247.202
1.591,79.99,259.953
1.465,87.832,268.4
1.328,80.653,265.576
1.335,89.23,285.897
1.619,121.183,304.499
1.495,122.726,287.319
1.419,124.767,292.677
1.564,110.373,273.71
1.341,106.737,289.701
1.057,109.327,265.348
0.779,108.68,261.085
0.646,86.637,247.02
0.475,94.267,237.16
0.632,114.074,235.759
0.565,114.537,244.158
0.825,101.945,254.563
1.104,104.381,264.588
1.145,117.062,266.047
1.15,125.216,282.253
1.159,127.698,304.844
1.415,128.499,329.637
1.419,152.46,360.589
1.431,164.686,354.72
1.852,154.499,356
1.528,138.99,354.943
1.246,136.792,328.145
0.812,129.409,308.769
0.73,139.519,291.419
0.8,148.39,293.981
0.828,129.684,260.754
0.61,130.246,249.23
0.52,143.032,243.574
0.508,132.834,235.574
0.457,129.907,230.156
0.58,151.738,234.212
0.473,141.558,239.276
0.386,140.316,248.875
0.303,121.837,235.28
0.323,126.721,247.037
0.428,126.513,242.533
0.56,158.376,236.163
0.376,137.123,214.825
0.401,140.554,227.142
0.523,135.671,217.388
0.619,144.019,230.801
0.678,140.015,229.896
0.824,153.902,237.046
0.786,144.964,232.724
0.674,125.004,235.634
0.88,129.86,240.754
0.924,110.91,235.063
0.808,87.175,237.625
0.688,74.42,240.476
0.808,71.441,247.806
0.84,80.064,248.186
0.783,67.011,240.72
0.806,80.29,253.923
0.821,71.697,255.008
0.782,86.417,254.163
0.54,75.648,240.377
0.659,88.112,232.693
0.663,104.924,232.254
0.684,108.293,240.376
0.738,139.787,248.663
0.793,148.146,240.375
0.962,127.438,238.851
0.973,122.481,242.436
1.121,137.24,250.348
0.984,98.795,244.153
1.152,114.404,262.648
1.342,105.21,257.185
1.342,112.066,265.287
1.656,111.616,275.949
1.993,107.083,307.393
2.12,97.009,292.212
1.881,102.226,280.757
1.844,124.809,308.97
1.963,133.233,307.677
1.893,153.461,297.686
1.852,142.383,291.953
1.647,125.709,288.47
1.926,148.456,270.421
2.243,159.799,276.065
2.018,159.169,282.051
2.002,184.624,297.712
1.853,175.758,287.613
1.908,186.853,286.569
2.35,197.847,285.532
2.374,207.292,295.088
1.885,195.815,283.707
1.893,199.96,284.374
1.971,208.178,298.861
1.915,215.236,322.217
1.955,217.179,318.355
1.792,194.146,290.771
1.217,197.814,280.73
1.267,185.073,251.103
1.02,176.482,239.92
1.187,178.649,219.951
1.14,181.548,223.436
1.174,190.981,228.42
1.428,179.972,225.926
1.265,178.867,237.981
1.639,180.894,253.198
1.903,183.846,268.921
1.729,184.67,274.243
1.587,177.457,272.11
1.958,171.198,307.689
2.376,155.084,320.065
2.966,153.499,331.827
2.744,152.673,335.001
2.694,146.403,358.36
2.666,146.323,354.917
2.626,153.742,353.103
2.638,148.509,362.511
2.326,162.701,364.189
1.775,158.58,347.322
1.663,158.963,312.856
0.62,109.023,212.963
0.487,100.192,215.727
0.507,86.712,203.754
0.425,84.825,203.434
0.448,107.868,196.348
0.386,109.227,180.672
0.405,130.081,190.74
0.348,121.906,200.919
0.309,145.887,203.49
0.272,124.552,188.898
0.252,112.411,191.358
0.295,116.468,193.194
0.316,116.251,191.789
0.302,102.196,186.918
0.271,121.784,191.016
0.273,109.109,181.622
0.194,87.486,186.456
0.233,91.433,193.869
0.35,112.486,185.699
0.307,126.359,184.96
0.385,140.491,200.97
0.35,121.858,203.195
0.35,130.837,191.663
0.387,144.536,195.154
0.436,153.143,204.043
0.283,152.328,201.725
0.375,164.768,203.62
0.316,157.621,201.145
0.224,148.934,213.308
0.197,140.563,216.4
0.135,124.966,212.359
0.105,111.868,200.73
0.134,100.281,193.465
0.237,86.228,196.777
0.446,78.215,200.946
0.498,85.41,217.958
0.517,125.804,234.818
0.479,124.985,241.981
0.363,88.091,242.603
0.323,71.114,234.736
0.288,45.55,213.976
0.319,27.94,215.413
0.275,24.277,212.411
0.301,19.604,211.236
0.279,20.64,188.504
0.292,23.764,199.833
0.311,26.919,200.882
0.304,50.443,212.667
0.231,47.772,193.465
0.278,46.122,194.141
0.198,64.189,193.537
0.233,78.571,188.227
0.246,85.826,200.76
0.234,122.109,200.347
0.297,135.109,200.847
0.312,152.92,202.09
0.266,176.833,207.869
0.306,177.373,205.163
0.264,174.382,215.632
0.339,153.481,218.842
0.345,149.309,222.296
0.388,148.26,221.382
0.387,144.305,234.954
0.316,136.942,220.436
0.298,124.35,211.9
0.285,109.472,205.666
0.324,115.318,206.245
0.338,128.035,217.742
0.461,124.682,221.723
0.464,110.475,217.901
0.547,120.867,215.433
0.547,107.168,218.16
0.704,131.161,237.586
0.99,140.712,244.19
1.029,136.317,234.841
1.132,115.135,228.011
0.911,112,224.291
1.045,85.427,235.879
1.192,61.931,261.715
1.34,78.087,262.003
